Date,Close
03-01-2017,21753.44922
04-01-2017,21724.84961
05-01-2017,22074.59961
06-01-2017,22024.44922
09-01-2017,22035.5
10-01-2017,22260.5
11-01-2017,22543.25
12-01-2017,22622.69922
13-01-2017,22647.65039
16-01-2017,22789.90039
17-01-2017,22779.34961
18-01-2017,22919.09961
19-01-2017,22983.94922
20-01-2017,22646.05078
23-01-2017,22843.30078
24-01-2017,23087.34961
25-01-2017,23395.59961
27-01-2017,23520.30078
30-01-2017,23651.34961
31-01-2017,23279.30078
01-02-2017,23756.90039
02-02-2017,23916.59961
03-02-2017,23943.15039
06-02-2017,24205.75
07-02-2017,24130.34961
08-02-2017,24249.19922
09-02-2017,24257.80078
10-02-2017,24201.84961
13-02-2017,24204.30078
14-02-2017,23974.84961
15-02-2017,23673.59961
16-02-2017,24084.09961
17-02-2017,24250.80078
20-02-2017,24405.34961
21-02-2017,24614.05078
22-02-2017,24462.90039
23-02-2017,24376.84961
27-02-2017,24349.55078
28-02-2017,24424.34961
01-03-2017,24456.65039
02-03-2017,24102.69922
03-03-2017,24091.19922
06-03-2017,24228.34961
07-03-2017,24203.80078
08-03-2017,24124.09961
09-03-2017,24089.84961
10-03-2017,24042.34961
14-03-2017,24425.90039
15-03-2017,24581.94922
16-03-2017,24924.90039
17-03-2017,24914.80078
20-03-2017,24918.65039
21-03-2017,24781
22-03-2017,24550.15039
23-03-2017,24795.84961
24-03-2017,24805.5
27-03-2017,24701.90039
28-03-2017,24892.30078
29-03-2017,24911.19922
30-03-2017,25013
31-03-2017,25119.44922
03-04-2017,25217.15039
05-04-2017,25478.09961
06-04-2017,25561.40039
07-04-2017,25552.94922
10-04-2017,25732.90039
11-04-2017,25872.80078
12-04-2017,25915.65039
13-04-2017,25872.44922
17-04-2017,25813.25
18-04-2017,25539.05078
19-04-2017,25694.34961
20-04-2017,25786.75
21-04-2017,25845.65039
24-04-2017,26062.34961
25-04-2017,26461.40039
26-04-2017,26407.44922
27-04-2017,26281.09961
28-04-2017,26323.59961
02-05-2017,26457.55078
03-05-2017,26441.44922
04-05-2017,26514.44922
05-05-2017,26142.25
08-05-2017,26255.30078
09-05-2017,26465.09961
10-05-2017,26806.69922
11-05-2017,26849.65039
12-05-2017,26725.19922
15-05-2017,26949.09961
16-05-2017,26940.94922
17-05-2017,26799.55078
18-05-2017,26251.05078
19-05-2017,26099.30078
22-05-2017,25880.5
23-05-2017,25534.84961
24-05-2017,25149.44922
25-05-2017,25407.69922
26-05-2017,25983.30078
29-05-2017,25727.80078
30-05-2017,25918.44922
31-05-2017,26027.75
01-06-2017,26095.75
02-06-2017,26254.90039
05-06-2017,26457.19922
06-06-2017,26264.44922
07-06-2017,26422.59961
08-06-2017,26507.25
09-06-2017,26606.40039
12-06-2017,26557.59961
13-06-2017,26584.69922
14-06-2017,26507.40039
15-06-2017,26474.94922
16-06-2017,26550
19-06-2017,26648.25
20-06-2017,26684
21-06-2017,26687.09961
22-06-2017,26497.09961
23-06-2017,26157.90039
27-06-2017,25968.19922
28-06-2017,26040.15039
29-06-2017,26054.19922
30-06-2017,26254.5
03-07-2017,26588
04-07-2017,26547.90039
05-07-2017,26756.05078
06-07-2017,26869.65039
07-07-2017,26872.40039
10-07-2017,27108.15039
11-07-2017,26929.44922
12-07-2017,27176.30078
13-07-2017,27405.19922
14-07-2017,27413.90039
17-07-2017,27452.15039
18-07-2017,27277.25
19-07-2017,27644.25
20-07-2017,27535.55078
21-07-2017,27605.40039
24-07-2017,27634.80078
25-07-2017,27711.65039
26-07-2017,27735.59961
27-07-2017,27583.25
28-07-2017,27759.55078
31-07-2017,27922.80078
01-08-2017,27872.94922
02-08-2017,27729
03-08-2017,27785.30078
04-08-2017,28119.09961
07-08-2017,28499.25
08-08-2017,28144.80078
09-08-2017,27652
10-08-2017,26895.05078
11-08-2017,26873.84961
14-08-2017,27464.09961
16-08-2017,27734.30078
17-08-2017,27718.34961
18-08-2017,27657.05078
21-08-2017,27217.59961
22-08-2017,27073.94922
23-08-2017,27441.30078
24-08-2017,27679.19922
28-08-2017,27948.84961
29-08-2017,27647
30-08-2017,28066.80078
31-08-2017,28054.40039
01-09-2017,28338.34961
05-09-2017,28338.69922
06-09-2017,28377.15039
07-09-2017,28583.5
08-09-2017,28377.15039
11-09-2017,28592.5
12-09-2017,28852.94922
13-09-2017,28753.5
14-09-2017,28851.75
15-09-2017,28781.44922
18-09-2017,28891.30078
19-09-2017,28967.05078
20-09-2017,28886.94922
21-09-2017,28695.44922
22-09-2017,27947.25
25-09-2017,27583.55078
26-09-2017,27648.09961
27-09-2017,27132.75
28-09-2017,27216.5
29-09-2017,27558.90039
03-10-2017,27819.44922
04-10-2017,27869.84961
05-10-2017,27951.84961
06-10-2017,28176.15039
09-10-2017,28219.15039
10-10-2017,28391.59961
11-10-2017,28214.84961
12-10-2017,28528.84961
13-10-2017,28575.44922
16-10-2017,28646.44922
17-10-2017,28782.69922
18-10-2017,28740.19922
19-10-2017,28588.30078
23-10-2017,28731.25
24-10-2017,28676.84961
25-10-2017,29038.15039
26-10-2017,29154.09961
27-10-2017,29355.69922
30-10-2017,29674.75
31-10-2017,29644.15039
01-11-2017,29903.69922
02-11-2017,30020.40039
03-11-2017,30043.90039
06-11-2017,30242.19922
07-11-2017,29779.30078
08-11-2017,29546.84961
09-11-2017,29741.80078
10-11-2017,29654.80078
13-11-2017,29447.09961
14-11-2017,29353.59961
15-11-2017,29014.75
16-11-2017,29350.5
17-11-2017,29754.59961
20-11-2017,29784.94922
21-11-2017,29832.69922
22-11-2017,29791.44922
24-11-2017,29908.94922
27-11-2017,29994.09961
28-11-2017,30039.84961
29-11-2017,30030.34961
30-11-2017,29768.09961
01-12-2017,29471
04-12-2017,29489.59961
05-12-2017,29511.65039
06-12-2017,29219.65039
07-12-2017,29711.69922
08-12-2017,30001.69922
11-12-2017,30087
12-12-2017,29787.09961
13-12-2017,29496.69922
14-12-2017,29508.44922
15-12-2017,29759.69922
18-12-2017,30042.25
19-12-2017,30473.40039
20-12-2017,30480.44922
21-12-2017,30625
22-12-2017,30764.80078
26-12-2017,30899.90039
27-12-2017,30750.40039
28-12-2017,30765.55078
29-12-2017,30964.65039
02-01-2018,30798.30078
03-01-2018,30973.59961
04-01-2018,31300.65039
05-01-2018,31696.15039
08-01-2018,31919.69922
09-01-2018,31782.05078
10-01-2018,31727.94922
11-01-2018,31695.80078
12-01-2018,31704.84961
15-01-2018,31639.55078
16-01-2018,31122.19922
17-01-2018,31348.05078
18-01-2018,30931.84961
19-01-2018,31165.65039
22-01-2018,31404.59961
23-01-2018,31628.30078
24-01-2018,31440.65039
25-01-2018,31013.09961
29-01-2018,30891.19922
30-01-2018,30712.40039
31-01-2018,30500.30078
01-02-2018,30524.84961
02-02-2018,29656.44922
05-02-2018,29559.05078
06-02-2018,29138.84961
07-02-2018,29351.15039
08-02-2018,29827.34961
09-02-2018,29728.94922
12-02-2018,30171.84961
14-02-2018,30110.25
15-02-2018,29833.75
16-02-2018,29501.90039
19-02-2018,29182.55078
20-02-2018,29315.69922
21-02-2018,29190.44922
